#E/Ry     ,E-EF/eV   ,n_doped/cm-3  ,logn/cm-3     ,S/VK-1    ,sigma_t/Sm-1s-1,log_sigma_t/Sm-1s-1,kappael_t/Wm-1K-1s-1,log_kappael_t/Wm-1K-1s-1,mstar/me  
0.214590,-3.028990,6.968654e+22,22.843149,-3.425834e-06,7.551625e+20,20.878040,3.673201e+15,15.565045,-1.318916
0.214790,-3.026269,6.961434e+22,22.842699,-3.381036e-06,7.566044e+20,20.878869,3.679972e+15,15.565845,-1.323602
0.214990,-3.023548,6.954223e+22,22.842249,-3.335113e-06,7.580308e+20,20.879687,3.686654e+15,15.566632,-1.328271
0.215190,-3.020827,6.947019e+22,22.841799,-3.287915e-06,7.594400e+20,20.880493,3.693262e+15,15.567410,-1.332914
0.215390,-3.018106,6.939824e+22,22.841348,-3.239513e-06,7.608304e+20,20.881288,3.699814e+15,15.568180,-1.337531
0.215590,-3.015385,6.932638e+22,22.840898,-3.190203e-06,7.622003e+20,20.882069,3.706326e+15,15.568944,-1.342124
0.215790,-3.012663,6.925459e+22,22.840449,-3.140446e-06,7.635487e+20,20.882837,3.712808e+15,15.569702,-1.346700
0.215990,-3.009942,6.918288e+22,22.839999,-3.090771e-06,7.648752e+20,20.883591,3.719263e+15,15.570457,-1.351271
0.216190,-3.007221,6.911125e+22,22.839549,-3.041676e-06,7.661802e+20,20.884331,3.725687e+15,15.571206,-1.355846
0.216390,-3.004500,6.903971e+22,22.839099,-2.993532e-06,7.674645e+20,20.885058,3.732068e+15,15.571950,-1.360435
0.216590,-3.001779,6.896824e+22,22.838649,-2.946531e-06,7.687293e+20,20.885773,3.738394e+15,15.572685,-1.365043
0.216790,-2.999058,6.889685e+22,22.838199,-2.900682e-06,7.699759e+20,20.886477,3.744650e+15,15.573411,-1.369672
0.216990,-2.996337,6.882555e+22,22.837750,-2.855854e-06,7.712052e+20,20.887170,3.750828e+15,15.574127,-1.374321
0.217190,-2.993615,6.875432e+22,22.837300,-2.811851e-06,7.724178e+20,20.887852,3.756925e+15,15.574833,-1.378985
0.217390,-2.990894,6.868317e+22,22.836850,-2.768499e-06,7.736137e+20,20.888524,3.762941e+15,15.575527,-1.383660
0.217590,-2.988173,6.861210e+22,22.836401,-2.725718e-06,7.747928e+20,20.889186,3.768882e+15,15.576213,-1.388343
0.217790,-2.985452,6.854110e+22,22.835951,-2.683550e-06,7.759549e+20,20.889836,3.774754e+15,15.576889,-1.393034
0.217990,-2.982731,6.847018e+22,22.835501,-2.642143e-06,7.771000e+20,20.890477,3.780562e+15,15.577556,-1.397735
0.218190,-2.980010,6.839935e+22,22.835052,-2.601697e-06,7.782284e+20,20.891107,3.786304e+15,15.578216,-1.402447
